ticker,quarter,unit_economics_score,capital_discipline_score,balance_sheet_score,hedge_book_score,reserves_score,operational_score,sentiment_score,macro_sensitivity_score,caligula_score,rank,tier
MTDR,2023-06-30,0.27777777777777773,0.35435675435675434,0.6224192474192475,0.4615384615384615,0.3946886446886447,0.4230769230769232,0.652991452991453,0.3912630579297246,0.4358599733599734,12.0,C
PR,2023-06-30,0.3205128205128205,0.30719280719280717,0.23401598401598397,0.4102564102564102,0.6474358974358975,0.5692307692307692,0.3358974358974359,0.2184235517568851,0.3736274836274836,13.0,D
EOG,2023-09-30,0.5384615384615384,0.6340992340992341,0.7009240759240759,0.35897435897435903,0.7271062271062271,0.476923076923077,0.6333333333333333,0.47768281101614435,0.5745140970140971,1.0,B
FANG,2023-09-30,0.8247863247863249,0.48420468420468415,0.45337995337995346,0.4871794871794872,0.4276556776556777,0.45384615384615384,0.7064102564102563,0.6875593542260209,0.5722516372516373,2.0,B
VTLE,2023-09-30,0.49786324786324776,0.6933066933066934,0.5327589077589078,0.7948717948717948,0.16153846153846155,0.8346153846153846,0.4615384615384615,0.5384615384615384,0.5610437895437895,3.0,B
OVV,2023-09-30,0.5705128205128206,0.5846153846153846,0.3459040959040959,0.6153846153846154,0.4413919413919413,0.8884615384615385,0.5213675213675213,0.378917378917379,0.5407098457098458,4.0,C
CTRA,2023-09-30,0.3482905982905983,0.9480519480519481,0.5628205128205128,0.35897435897435903,0.7,0.36538461538461536,0.3807692307692308,0.6134852801519468,0.5406009546009546,5.0,C
SM,2023-09-30,0.5,0.5902668759811617,0.34807692307692306,0.7435897435897436,0.6703296703296703,0.4653846153846154,0.4632478632478632,0.3912630579297246,0.5250180533751962,6.0,C
CPE,2023-09-30,0.4294871794871795,0.4485514485514486,0.6735347985347985,0.641025641025641,0.4384615384615385,0.8038461538461539,0.2692307692307692,0.5384615384615384,0.5241929736929738,7.0,C
MTDR,2023-09-30,0.7136752136752137,0.37859917859917863,0.5382950382950382,0.5128205128205128,0.2967032967032967,0.6423076923076922,0.641880341880342,0.3912630579297246,0.5213880563880564,8.0,C
CIVI,2023-09-30,0.4807692307692307,0.3231768231768232,0.6538877788877789,0.4102564102564103,0.7307692307692307,0.4346153846153847,0.38461538461538464,0.5384615384615384,0.4938669663669664,9.0,C
APA,2023-09-30,0.2841880341880342,0.6847263847263848,0.5569014319014319,0.4615384615384615,0.6034798534798534,0.326923076923077,0.44273504273504277,0.4653371320037986,0.4784773559773559,10.0,C
PR,2023-09-30,0.43162393162393164,0.3677988677988678,0.3728771228771229,0.4102564102564103,0.8333333333333334,0.3153846153846154,0.5905982905982906,0.2801519468186135,0.4501076701076701,11.0,C
PXD,2023-09-30,0.29700854700854706,0.4145854145854146,0.38161838161838163,0.6666666666666666,0.5461538461538462,0.6961538461538461,0.07692307692307693,0.5384615384615384,0.44038361638361634,12.0,C
CRGY,2023-09-30,0.25,0.21928071928071927,0.29437229437229434,0.5384615384615384,0.4230769230769231,0.29615384615384616,0.461965811965812,0.5023741690408356,0.3555144855144855,13.0,D
CTRA,2023-12-31,0.7264957264957265,0.9480519480519481,0.608974358974359,0.5384615384615384,0.6384615384615385,0.5653846153846154,0.44615384615384623,0.6258309591642924,0.656942834942835,1.0,B
VTLE,2023-12-31,0.7521367521367521,0.6933066933066934,0.4671578421578421,0.44871794871794873,0.3346153846153846,0.573076923076923,0.7692307692307693,0.5384615384615384,0.5814750249750249,2.0,B
FANG,2023-12-31,0.5106837606837608,0.48420468420468415,0.5834165834165833,0.4230769230769231,0.680860805860806,0.5692307692307692,0.5470085470085471,0.6628679962013295,0.54998667998668,3.0,
EOG,2023-12-31,0.38675213675213677,0.6340992340992341,0.6423160173160173,0.3717948717948718,0.6597985347985348,0.35,0.7213675213675214,0.5147198480531814,0.5319072594072594,4.0,C
SM,2023-12-31,0.5042735042735043,0.5902668759811617,0.5955128205128204,0.6153846153846154,0.3223443223443223,0.5692307692307692,0.47264957264957264,0.4406457739791073,0.5190546834118263,5.0,C
APA,2023-12-31,0.11111111111111109,0.6847263847263848,0.5982350982350982,0.6794871794871794,0.5966117216117216,0.5423076923076924,0.5538461538461539,0.527065527065527,0.5166450216450217,6.0,C
CRGY,2023-12-31,0.6068376068376069,0.21928071928071927,0.4024309024309024,0.717948717948718,0.5461538461538462,0.6923076923076923,0.617948717948718,0.3542260208926875,0.513061494061494,7.0,C
OVV,2023-12-31,0.7521367521367521,0.5401709401709401,0.3056110556110556,0.44871794871794873,0.23489010989010992,0.7115384615384615,0.4222222222222222,0.5147198480531814,0.500929625929626,8.0,C
CPE,2023-12-31,0.38675213675213677,0.4485514485514486,0.6808608058608058,0.3717948717948718,0.873076923076923,0.24615384615384617,0.3461538461538461,0.5384615384615384,0.4892955377955378,9.0,C
PXD,2023-12-31,0.11111111111111109,0.4145854145854146,0.38161838161838163,0.6794871794871794,0.7807692307692308,0.3230769230769231,0.6923076923076922,0.5384615384615384,0.46084515484515487,10.0,C
CIVI,2023-12-31,0.5106837606837608,0.3231768231768232,0.44992507492507494,0.4230769230769231,0.6269230769230769,0.7423076923076923,0.07692307692307693,0.5384615384615384,0.4597737262737263,11.0,C
PR,2023-12-31,0.4188034188034188,0.3677988677988678,0.26698301698301696,0.7820512820512819,0.391025641025641,0.7384615384615384,0.5606837606837607,0.23076923076923078,0.4593850593850594,12.0,C
MTDR,2023-12-31,0.3888888888888889,0.42304362304362303,0.5161921411921412,0.5,0.4478021978021978,0.3769230769230769,0.2927350427350427,0.31718898385565053,0.4149725274725274,13.0,C
VTLE,2024-03-31,0.6367521367521367,0.6273726273726273,0.5565684315684315,0.7307692307692308,0.43076923076923074,0.5461538461538462,0.6923076923076922,0.5384615384615384,0.5983331668331666,1.0,B
SM,2024-03-31,0.4935897435897435,0.8854003139717425,0.6032051282051283,0.5384615384615385,0.8205128205128206,0.3615384615384616,0.46752136752136747,0.45299145299145305,0.5928570556427699,2.0,B
CTRA,2024-03-31,0.4166666666666667,0.8161838161838162,0.6423076923076924,0.42307692307692313,0.776923076923077,0.35384615384615387,0.4478632478632479,0.6381766381766382,0.568957486957487,3.0,B
FANG,2024-03-31,0.5128205128205128,0.45978465978465977,0.6237096237096237,0.6538461538461539,0.5604395604395603,0.7730769230769232,0.5051282051282052,0.4406457739791073,0.5617876567876567,4.0,B
APA,2024-03-31,0.4935897435897435,0.6466311466311466,0.6315351315351315,0.5384615384615385,0.6868131868131869,0.40769230769230774,0.5333333333333333,0.45299145299145294,0.5561605061605062,5.0,B
OVV,2024-03-31,0.5427350427350427,0.5692307692307692,0.2778055278055278,0.7692307692307693,0.467032967032967,0.6307692307692307,0.6200854700854701,0.5147198480531814,0.5417316017316017,6.0,C
EOG,2024-03-31,0.35683760683760685,0.5806193806193806,0.6423160173160173,0.2692307692307693,0.5558608058608059,0.7115384615384615,0.688034188034188,0.5517568850902185,0.5298742923742923,7.0,C
CPE,2024-03-31,0.5683760683760685,0.4485514485514486,0.6973443223443223,0.7307692307692308,0.5461538461538462,0.3576923076923077,0.15384615384615385,0.5384615384615384,0.5200647685647687,8.0,C
CIVI,2024-03-31,0.4935897435897435,0.6363636363636365,0.4172910422910423,0.5384615384615385,0.6461538461538462,0.5,0.23076923076923075,0.5384615384615384,0.5064137529137529,9.0,C
PR,2024-03-31,0.5662393162393162,0.2898767898767899,0.3164335664335664,0.5769230769230769,0.29212454212454214,0.6461538461538462,0.5948717948717949,0.35422602089268757,0.449973914973915,10.0,C
MTDR,2024-03-31,0.5662393162393163,0.39093129093129086,0.44992507492507494,0.19230769230769232,0.37362637362637363,0.4692307692307692,0.4401709401709401,0.5147198480531814,0.42872932622932625,11.0,C
PXD,2024-03-31,0.22649572649572647,0.3816183816183817,0.26873126873126874,0.42307692307692313,0.36923076923076925,0.5230769230769231,0.8076923076923078,0.5384615384615384,0.41224975024975025,12.0,C
CRGY,2024-03-31,0.29273504273504275,0.21928071928071927,0.32733932733932736,0.6153846153846154,0.5230769230769231,0.7192307692307691,0.33760683760683763,0.2678062678062678,0.3978136308136308,13.0,D
EOG,2024-06-30,0.6287878787878787,0.6682058682058681,0.7157287157287157,0.7272727272727272,0.5514069264069265,0.31363636363636366,0.6898989898989899,0.5039281705948373,0.6127633477633476,1.0,B
VTLE,2024-06-30,0.7045454545454545,0.6536796536796537,0.4675324675324675,0.6363636363636364,0.42727272727272725,0.8954545454545453,0.5454545454545454,0.5454545454545454,0.6111428571428571,2.0,B
CTRA,2024-06-30,0.3484848484848484,0.8585858585858587,0.709090909090909,0.42424242424242425,0.5636363636363636,0.7818181818181819,0.4040404040404041,0.7014590347923682,0.5910505050505052,3.0,B
CIVI,2024-06-30,0.6287878787878787,0.6825396825396826,0.31457431457431456,0.7272727272727272,0.3863636363636364,0.5318181818181819,0.3636363636363636,0.5454545454545454,0.5318759018759018,4.0,C
PR,2024-06-30,0.606060606060606,0.40830381739472643,0.31385281385281383,0.6666666666666666,0.4761904761904762,0.7,0.5696969696969696,0.49158249158249157,0.5226308539944903,5.0,C
APA,2024-06-30,0.40909090909090906,0.71000481000481,0.5981240981240982,0.3333333333333333,0.47402597402597396,0.5272727272727273,0.5888888888888888,0.5286195286195287,0.5199494949494949,6.0,C
FANG,2024-06-30,0.15151515151515152,0.4858104858104858,0.6803751803751804,0.6666666666666666,0.7851731601731603,0.35,0.47979797979797983,0.5409652076318743,0.5012842712842713,7.0,C
OVV,2024-06-30,0.553030303030303,0.49292929292929294,0.4018759018759019,0.21212121212121213,0.7002164502164502,0.45,0.5949494949494949,0.49158249158249157,0.48796536796536794,8.0,C
SM,2024-06-30,0.48989898989898983,0.4397031539888682,0.43636363636363634,0.6363636363636364,0.7895021645021646,0.3954545454545455,0.20757575757575758,0.3187429854096521,0.47532199546485265,9.0,C
MTDR,2024-06-30,0.5126262626262625,0.3057720057720058,0.4646464646464646,0.48484848484848486,0.3409090909090909,0.5863636363636363,0.48484848484848486,0.45454545454545453,0.4503102453102453,10.0,C
CRGY,2024-06-30,0.13383838383838384,0.1608946608946609,0.4393939393939394,0.48484848484848486,0.4818181818181818,0.46818181818181814,0.6075757575757577,0.17059483726150393,0.3486695526695527,11.0,D
EOG,2024-09-30,0.44696969696969696,0.6682058682058681,0.7546897546897547,0.5757575757575758,0.6244588744588745,0.7136363636363636,0.888888888888889,0.55331088664422,0.6404184704184703,1.0,B
CTRA,2024-09-30,0.611111111111111,0.8585858585858587,0.709090909090909,0.4696969696969697,0.29545454545454547,0.5909090909090909,0.4828282828282828,0.6644219977553312,0.597050505050505,2.0,B
APA,2024-09-30,0.47979797979797983,0.71000481000481,0.48773448773448774,0.6666666666666666,0.6461038961038961,0.5363636363636364,0.35404040404040404,0.4792368125701459,0.5508513708513708,3.0,B
FANG,2024-09-30,0.611111111111111,0.4858104858104858,0.670995670995671,0.4696969696969697,0.40638528138528135,0.4545454545454545,0.5414141414141413,0.5162738496071829,0.5280014430014429,4.0,C
OVV,2024-09-30,0.5732323232323231,0.49292929292929294,0.37590187590187585,0.3636363636363636,0.7175324675324676,0.45,0.6838383838383837,0.45454545454545453,0.5137806637806638,5.0,C
CIVI,2024-09-30,0.3611111111111111,0.6825396825396826,0.39971139971139963,0.5757575757575758,0.3090909090909091,0.909090909090909,0.1818181818181818,0.5454545454545454,0.4877041847041847,6.0,C
PR,2024-09-30,0.6262626262626262,0.3476977567886659,0.24314574314574314,0.8181818181818182,0.6482683982683982,0.28181818181818186,0.3151515151515152,0.55331088664422,0.4843913157549521,7.0,C
CRGY,2024-09-30,0.7070707070707071,0.1608946608946609,0.4076479076479077,0.6060606060606061,0.44545454545454544,0.7636363636363637,0.47828282828282837,0.244668911335578,0.48087157287157284,8.0,C
SM,2024-09-30,0.15909090909090906,0.4397031539888682,0.5181818181818182,0.6666666666666666,0.7803030303030303,0.47272727272727266,0.5464646464646465,0.28170594837261503,0.46804638218923933,9.0,C
VTLE,2024-09-30,0.24494949494949494,0.6536796536796537,0.42857142857142855,0.2727272727272727,0.8454545454545455,0.3181818181818182,0.4090909090909091,0.5454545454545454,0.4581428571428571,10.0,C
MTDR,2024-09-30,0.34595959595959597,0.3502164502164502,0.5692640692640693,0.5151515151515151,0.26406926406926406,0.509090909090909,0.4318181818181818,0.45454545454545453,0.423008658008658,11.0,C
CTRA,2024-12-31,0.611111111111111,0.8585858585858587,0.7,0.6363636363636364,0.5,0.85,0.6151515151515152,0.6520763187429854,0.6783535353535354,1.0,B
VTLE,2024-12-31,0.5934343434343433,0.6536796536796537,0.5584415584415584,0.7575757575757575,0.6181818181818182,0.6954545454545455,0.8181818181818182,0.5454545454545454,0.6485974025974026,2.0,B
EOG,2024-12-31,0.3712121212121212,0.6682058682058681,0.8131313131313131,0.3333333333333333,0.44047619047619047,0.7318181818181818,0.7222222222222222,0.5780022446689113,0.5711688311688312,3.0,B
APA,2024-12-31,0.5984848484848485,0.748100048100048,0.5981240981240982,0.6363636363636364,0.33008658008658004,0.5045454545454545,0.6393939393939394,0.3434343434343434,0.5649567099567101,4.0,B
CIVI,2024-12-31,0.6818181818181817,0.6825396825396826,0.3795093795093795,0.8181818181818182,0.7636363636363637,0.3136363636363636,0.0909090909090909,0.5454545454545454,0.5576031746031745,5.0,B
OVV,2024-12-31,0.41161616161616166,0.5373737373737374,0.4797979797979797,0.39393939393939387,0.5443722943722944,0.5909090909090908,0.5181818181818182,0.5409652076318743,0.49406204906204904,6.0,C
SM,2024-12-31,0.5934343434343433,0.4397031539888682,0.46363636363636357,0.5454545454545454,0.5454545454545454,0.5772727272727273,0.2525252525252525,0.33108866442199775,0.4813696145124717,7.0,C
FANG,2024-12-31,0.43434343434343425,0.40327080327080334,0.3816738816738817,0.5151515151515151,0.5741341991341992,0.2545454545454545,0.6808080808080808,0.4051627384960719,0.4528210678210678,8.0,C
MTDR,2024-12-31,0.297979797979798,0.3057720057720058,0.5036075036075035,0.4848484848484848,0.6661255411255411,0.47272727272727266,0.5797979797979798,0.39281705948372614,0.44873015873015876,9.0,C
PR,2024-12-31,0.3181818181818181,0.40830381739472643,0.4567099567099566,0.5151515151515152,0.5357142857142857,0.49090909090909085,0.298989898989899,0.627384960718294,0.4440161353797717,10.0,C
CRGY,2024-12-31,0.255050505050505,0.1608946608946609,0.21212121212121213,0.3636363636363636,0.5545454545454546,0.5181818181818182,0.3202020202020202,0.3310886644219977,0.32355844155844155,11.0,D
EOG,2025-03-31,0.5353535353535354,0.6301106301106302,0.6767676767676767,0.6969696969696969,0.5021645021645021,0.42272727272727273,0.7267676767676768,0.6520763187429854,0.6031601731601731,1.0,B
CTRA,2025-03-31,0.51010101010101,0.8585858585858587,0.6818181818181818,0.6666666666666666,0.21818181818181817,0.6090909090909091,0.6156565656565656,0.590347923681257,0.5978484848484849,2.0,B
APA,2025-03-31,0.4722222222222222,0.739009139009139,0.5786435786435786,0.3636363636363636,0.8463203463203463,0.5363636363636364,0.8555555555555555,0.4051627384960718,0.5977128427128426,3.0,B
CIVI,2025-03-31,0.755050505050505,0.6825396825396826,0.4184704184704185,0.8939393939393939,0.35454545454545455,0.5272727272727273,0.45454545454545453,0.5454545454545454,0.5939668109668109,4.0,B
OVV,2025-03-31,0.7045454545454546,0.5373737373737374,0.4733044733044733,0.6969696969696969,0.4123376623376623,0.7090909090909092,0.5191919191919192,0.46689113355780026,0.5716522366522366,5.0,B
VTLE,2025-03-31,0.3712121212121212,0.6536796536796537,0.44155844155844154,0.24242424242424243,0.5181818181818182,0.6363636363636364,0.8181818181818182,0.5454545454545454,0.5125064935064935,6.0,C
MTDR,2025-03-31,0.40909090909090906,0.34112554112554105,0.6594516594516594,0.4393939393939394,0.7754329004329003,0.5681818181818181,0.41717171717171714,0.3557800224466891,0.4934632034632034,7.0,C
FANG,2025-03-31,0.42171717171717177,0.40327080327080334,0.5375180375180376,0.6969696969696969,0.4329004329004329,0.46818181818181814,0.5535353535353535,0.46689113355780026,0.4914285714285714,8.0,C
SM,2025-03-31,0.2828282828282828,0.5213358070500927,0.4636363636363637,0.45454545454545453,0.6969696969696969,0.5545454545454545,0.2828282828282828,0.28170594837261503,0.441291280148423,9.0,C
PR,2025-03-31,0.29545454545454547,0.33530106257378983,0.43722943722943725,0.4090909090909091,0.43614718614718617,0.42727272727272725,0.2878787878787879,0.627384960718294,0.39409746818837726,10.0,D
CRGY,2025-03-31,0.40909090909090906,0.21933621933621936,0.17316017316017313,0.4393939393939394,0.7863636363636364,0.5409090909090908,0.2595959595959596,0.3557800224466891,0.3899408369408369,11.0,D
APA,2025-06-30,0.5934343434343435,0.6628186628186626,0.5818903318903319,0.8030303030303031,0.5887445887445888,0.4590909090909091,0.6,0.3434343434343434,0.5915367965367966,1.0,B
EOG,2025-06-30,0.5025252525252525,0.7608465608465609,0.7352092352092352,0.48484848484848486,0.3457792207792208,0.33636363636363636,0.7515151515151515,0.6273849607182941,0.5724386724386725,2.0,B
MTDR,2025-06-30,0.5934343434343435,0.34112554112554105,0.5782828282828282,0.8030303030303031,0.6363636363636364,0.4590909090909091,0.7838383838383838,0.4051627384960719,0.5724314574314575,3.0,B
OVV,2025-06-30,0.648989898989899,0.5488215488215488,0.27849927849927847,0.6969696969696969,0.6926406926406926,0.5318181818181819,0.5121212121212121,0.5039281705948373,0.5546320346320346,4.0,B
CTRA,2025-06-30,0.3282828282828283,0.7806637806637806,0.6272727272727272,0.5454545454545454,0.37272727272727274,0.4818181818181818,0.5661616161616161,0.6150392817059483,0.5343419913419913,5.0,C
CIVI,2025-06-30,0.4545454545454544,0.6435786435786436,0.437950937950938,0.393939393939394,0.6045454545454546,0.45,0.5909090909090909,0.5454545454545454,0.5126681096681096,6.0,C
FANG,2025-06-30,0.39646464646464646,0.4777296777296777,0.6212121212121212,0.8181818181818182,0.31277056277056275,0.75,0.2535353535353536,0.4792368125701459,0.5091919191919192,7.0,C
VTLE,2025-06-30,0.35353535353535354,0.6147186147186147,0.5519480519480519,0.39393939393939387,0.5818181818181818,0.6272727272727273,0.45454545454545453,0.5454545454545454,0.5074805194805194,8.0,C
SM,2025-06-30,0.4217171717171717,0.4397031539888682,0.3090909090909091,0.5151515151515151,0.8095238095238094,0.6863636363636364,0.28282828282828276,0.2570145903479237,0.46414883529169254,9.0,C
PR,2025-06-30,0.37878787878787873,0.33530106257378983,0.5021645021645021,0.1818181818181818,0.46645021645021645,0.6636363636363637,0.5323232323232323,0.6397306397306397,0.443743932834842,10.0,C
CRGY,2025-06-30,0.49494949494949503,0.15584415584415584,0.2582972582972583,0.3636363636363636,0.6181818181818182,0.5545454545454545,0.30404040404040406,0.3310886644219978,0.3821038961038961,11.0,D
CTRA,2025-09-30,0.6843434343434343,0.8196248196248196,0.7909090909090908,0.5454545454545454,0.5818181818181818,0.7590909090909091,0.5545454545454545,0.6150392817059483,0.6788427128427129,1.0,B
EOG,2025-09-30,0.4318181818181819,0.798941798941799,0.7936507936507936,0.37878787878787873,0.632034632034632,0.47272727272727266,0.5222222222222223,0.5780022446689114,0.5814935064935064,2.0,B
MTDR,2025-09-30,0.6515151515151515,0.34112554112554105,0.562049062049062,0.8181818181818182,0.5681818181818182,0.4818181818181818,0.5898989898989899,0.42985409652076323,0.5593506493506494,3.0,B
APA,2025-09-30,0.5454545454545454,0.6247234247234246,0.715007215007215,0.393939393939394,0.4188311688311688,0.4318181818181818,0.6838383838383838,0.3681257014590348,0.5342207792207793,4.0,C
FANG,2025-09-30,0.5454545454545454,0.45781625781625784,0.49134199134199136,0.8484848484848485,0.538961038961039,0.2954545454545454,0.47474747474747475,0.5656565656565656,0.530064935064935,5.0,C
OVV,2025-09-30,0.4040404040404041,0.5124579124579125,0.4408369408369408,0.48484848484848486,0.4978354978354978,0.8136363636363637,0.5934343434343433,0.49158249158249157,0.5141847041847042,6.0,C
VTLE,2025-09-30,0.6843434343434343,0.6147186147186147,0.34415584415584416,0.42424242424242425,0.5545454545454545,0.40909090909090906,0.4090909090909091,0.5454545454545454,0.5119350649350649,7.0,C
CIVI,2025-09-30,0.36363636363636365,0.6435786435786436,0.30158730158730157,0.393939393939394,0.7545454545454545,0.7272727272727272,0.4090909090909091,0.5454545454545454,0.5047590187590187,8.0,C
SM,2025-09-30,0.4040404040404041,0.5213358070500927,0.4,0.34848484848484845,0.5670995670995671,0.42727272727272725,0.43787878787878787,0.39281705948372614,0.43866646052360336,9.0,C
PR,2025-09-30,0.24494949494949492,0.33530106257378983,0.4437229437229437,0.5454545454545455,0.38311688311688313,0.7454545454545455,0.42727272727272725,0.5533108866442199,0.43500655909746816,10.0,C
CRGY,2025-09-30,0.20707070707070704,0.15584415584415584,0.2712842712842713,0.8181818181818182,0.5818181818181818,0.43636363636363634,0.3707070707070707,0.20763187429854096,0.36602308802308803,11.0,D
EOG,2025-12-31,0.4027777777777778,0.861904761904762,0.8928571428571429,0.5333333333333333,0.47380952380952385,0.65,0.711111111111111,0.628395061728395,0.6403095238095237,1.0,B
CTRA,2025-12-31,0.5138888888888888,0.7999999999999999,0.5900000000000001,0.7000000000000001,0.43499999999999994,0.5549999999999999,0.5411111111111111,0.5666666666666667,0.5919111111111112,2.0,B
FANG,2025-12-31,0.7972222222222223,0.42349206349206353,0.5714285714285714,0.43333333333333335,0.530952380952381,0.655,0.48,0.5419753086419753,0.5650158730158731,3.0,B
OVV,2025-12-31,0.5805555555555555,0.5088888888888888,0.35000000000000003,0.7666666666666666,0.40238095238095245,0.575,0.5955555555555556,0.5049382716049382,0.5326190476190477,4.0,C
APA,2025-12-31,0.4694444444444444,0.5765079365079365,0.65,0.5333333333333333,0.7303571428571428,0.40499999999999997,0.4655555555555555,0.34444444444444444,0.5316746031746031,5.0,C
MTDR,2025-12-31,0.4555555555555555,0.3558730158730158,0.5071428571428571,0.3666666666666667,0.5702380952380953,0.75,0.6700000000000002,0.44320987654320987,0.5006984126984126,6.0,C
PR,2025-12-31,0.4694444444444444,0.34025974025974026,0.41428571428571426,0.5333333333333333,0.5589285714285713,0.525,0.5083333333333334,0.5790123456790124,0.480054834054834,7.0,C
SM,2025-12-31,0.20277777777777778,0.6224489795918368,0.43,0.3333333333333333,0.7583333333333333,0.745,0.38333333333333336,0.3691358024691358,0.4671229024943311,8.0,C
CIVI,2025-12-31,0.27222222222222225,0.6714285714285715,0.2857142857142857,0.8666666666666667,0.34,0.51,0.25,0.55,0.46001428571428576,9.0,C
CRGY,2025-12-31,0.5027777777777778,0.17142857142857146,0.31428571428571433,0.4333333333333333,0.695,0.12999999999999998,0.32,0.2333333333333334,0.3616142857142857,10.0,D
