ticker,quarter,unit_economics_score,capital_discipline_score,balance_sheet_score,hedge_book_score,reserves_score,operational_score,sentiment_score,macro_sensitivity_score,caligula_score,rank,tier
SM,2014-12-31,0.3194444444444444,0.8392857142857143,0.16071428571428573,0.4166666666666667,0.53125,0.8125,0.475,0.125,0.45964285714285713,7.0,C
PXD,2014-12-31,0.3958333333333333,0.6071428571428571,0.14285714285714285,0.375,0.55,0.4625,0.375,0.5625,0.42769642857142853,8.0,C
MTDR,2015-03-31,0.2638888888888889,0.8571428571428571,0.7821428571428571,0.4166666666666667,0.65625,0.85,0.5125,0.4305555555555556,0.5893214285714286,1.0,B
CPE,2015-03-31,0.2326388888888889,0.8035714285714286,0.6900510204081632,0.5416666666666666,0.7125,0.34375,0.9375,0.5625,0.5882678571428572,2.0,B
CXO,2015-03-31,0.5972222222222222,0.25,0.4303571428571429,0.6666666666666666,0.3875,0.9125,0.9375,0.5625,0.567375,3.0,B
SM,2015-03-31,0.4756944444444444,0.8392857142857143,0.2553571428571429,0.75,0.6979166666666666,0.2375,0.625,0.18055555555555555,0.5235178571428571,4.0,C
VTLE,2015-03-31,0.6875,0.16071428571428573,0.36096938775510207,0.7083333333333334,0.4625,0.8625,0.375,0.5625,0.5132678571428572,5.0,C
EOG,2015-03-31,0.3194444444444444,0.5,0.6928571428571428,0.5,0.46875,0.41875,0.3375,0.6527777777777778,0.480125,6.0,C
FANG,2015-03-31,0.5625,0.2159090909090909,0.5127551020408163,0.5416666666666666,0.65625,0.3375,0.4375,0.4027777777777778,0.4629220779220779,7.0,C
PXD,2015-03-31,0.5277777777777778,0.6071428571428571,0.14285714285714285,0.375,0.4625,0.5375,0.375,0.5625,0.4484464285714286,8.0,C
CPE,2015-06-30,0.5243055555555556,0.8571428571428571,0.770408163265306,0.6041666666666666,0.125,0.6125,1.0,0.5625,0.6301785714285714,1.0,B
MTDR,2015-06-30,0.5972222222222222,0.6964285714285714,0.8196428571428571,0.5208333333333334,0.5989583333333334,0.56875,0.5875,0.375,0.6104642857142857,2.0,B
FANG,2015-06-30,0.6458333333333334,0.3068181818181818,0.5127551020408163,0.7708333333333334,0.6041666666666666,0.525,0.4625,0.4583333333333333,0.5390584415584416,3.0,C
SM,2015-06-30,0.5972222222222222,0.8928571428571429,0.3303571428571429,0.5208333333333334,0.453125,0.64375,0.4,0.18055555555555555,0.5251785714285715,4.0,C
CXO,2015-06-30,0.3055555555555556,0.25,0.46785714285714286,0.5833333333333334,0.8,0.575,0.875,0.5625,0.519625,5.0,C
EOG,2015-06-30,0.3159722222222222,0.44642857142857145,0.5803571428571429,0.2916666666666667,0.7708333333333334,0.3625,0.4625,0.6527777777777778,0.4738392857142857,6.0,C
VTLE,2015-06-30,0.4270833333333333,0.21428571428571427,0.17346938775510204,0.7083333333333334,0.4375,0.925,0.375,0.5625,0.4514285714285714,7.0,C
PXD,2015-06-30,0.2534722222222222,0.5178571428571429,0.30357142857142855,0.5,0.725,0.2875,0.375,0.5625,0.4296785714285714,8.0,C
CPE,2015-09-30,0.2673611111111111,0.8571428571428571,0.6989795918367346,0.4166666666666667,0.875,0.28125,0.875,0.5625,0.5958035714285714,1.0,B
SM,2015-09-30,0.4409722222222222,0.8928571428571429,0.45357142857142857,0.7916666666666666,0.3020833333333333,0.825,0.525,0.20833333333333334,0.5618035714285715,2.0,B
EOG,2015-09-30,0.4583333333333333,0.44642857142857145,0.7732142857142857,0.5625,0.5416666666666666,0.29375,0.5125,0.6527777777777778,0.5295892857142858,3.0,C
CXO,2015-09-30,0.7013888888888888,0.25,0.5910714285714286,0.4166666666666667,0.2125,0.7625,0.75,0.5625,0.523875,4.0,C
FANG,2015-09-30,0.7013888888888888,0.3068181818181818,0.3329081632653061,0.5833333333333334,0.5416666666666666,0.85,0.4125,0.4583333333333333,0.5213798701298701,5.0,C
VTLE,2015-09-30,0.5277777777777778,0.21428571428571427,0.4489795918367347,0.8125,0.725,0.475,0.375,0.5625,0.510125,6.0,C
MTDR,2015-09-30,0.4027777777777778,0.6964285714285714,0.3464285714285714,0.375,0.7708333333333334,0.4,0.5375,0.3472222222222222,0.4879642857142857,7.0,C
PXD,2015-09-30,0.16666666666666666,0.5178571428571429,0.30357142857142855,0.5416666666666666,0.6,0.6125,0.375,0.5625,0.43655357142857143,8.0,C
CPE,2015-12-31,0.5416666666666666,0.8571428571428571,0.6479591836734694,0.9166666666666666,0.6,0.50625,0.875,0.5625,0.6875357142857141,1.0,B
SM,2015-12-31,0.5451388888888888,0.8928571428571429,0.40178571428571425,0.5,0.4895833333333333,0.60625,0.525,0.125,0.5314285714285715,2.0,C
EOG,2015-12-31,0.3923611111111111,0.44642857142857145,0.5517857142857143,0.5416666666666666,0.6354166666666666,0.68125,0.4875,0.5972222222222222,0.5267142857142858,3.0,C
MTDR,2015-12-31,0.6979166666666666,0.6964285714285714,0.21428571428571427,0.4583333333333333,0.5625,0.5625,0.4125,0.4305555555555556,0.5188392857142857,4.0,C
PXD,2015-12-31,0.5590277777777778,0.5178571428571429,0.5178571428571429,0.6666666666666666,0.2125,0.6125,0.375,0.5625,0.5056785714285713,5.0,C
CXO,2015-12-31,0.4722222222222222,0.25,0.44642857142857134,0.5,0.675,0.48125,0.75,0.5625,0.49975,6.0,C
FANG,2015-12-31,0.20833333333333334,0.3068181818181818,0.6709183673469388,0.5833333333333334,0.8125,0.425,0.5625,0.5138888888888888,0.4899512987012987,7.0,C
VTLE,2015-12-31,0.25,0.21428571428571427,0.447704081632653,0.3333333333333333,0.5125,0.625,0.375,0.5625,0.39194642857142853,8.0,D
CXO,2016-03-31,0.6666666666666666,0.5642857142857143,0.6545918367346939,0.5416666666666666,0.2875,0.64375,1.0,0.5625,0.6107857142857144,1.0,B
MTDR,2016-03-31,0.7361111111111112,0.6964285714285714,0.28928571428571426,0.8333333333333334,0.40625,0.6,0.39375,0.4305555555555556,0.5643392857142857,2.0,B
CPE,2016-03-31,0.2569444444444444,0.7714285714285715,0.6211734693877551,0.5,0.5375,0.3125,0.875,0.5625,0.5428035714285714,3.0,C
FANG,2016-03-31,0.3854166666666667,0.27045454545454545,0.6051020408163266,0.5,0.8125,0.50625,0.725,0.5972222222222222,0.5290324675324676,4.0,C
SM,2016-03-31,0.46875,0.8928571428571429,0.47678571428571426,0.3333333333333333,0.3645833333333333,0.95625,0.5125,0.125,0.5269285714285715,5.0,C
PXD,2016-03-31,0.5798611111111112,0.48928571428571427,0.3821428571428571,0.5833333333333334,0.7625,0.5125,0.3125,0.5625,0.5258928571428572,6.0,C
EOG,2016-03-31,0.3125,0.44642857142857145,0.5089285714285714,0.5833333333333334,0.71875,0.525,0.31875,0.5138888888888888,0.4813392857142857,7.0,C
VTLE,2016-03-31,0.2604166666666667,0.21428571428571427,0.33877551020408164,0.625,0.65,0.44375,0.3125,0.5625,0.4056964285714285,8.0,C
CXO,2016-06-30,0.7430555555555556,0.6178571428571429,0.727295918367347,0.6041666666666666,0.525,0.8875,1.0,0.5625,0.703125,1.0,A
CPE,2016-06-30,0.3298611111111111,0.7714285714285715,0.8482142857142857,0.625,0.6625,0.66875,0.75,0.5625,0.6408392857142857,2.0,B
SM,2016-06-30,0.6701388888888888,0.8928571428571429,0.5928571428571429,0.4583333333333333,0.3958333333333333,0.56875,0.55,0.125,0.5631785714285715,3.0,B
EOG,2016-06-30,0.5104166666666666,0.39285714285714285,0.3,0.7083333333333334,0.65625,0.53125,0.4,0.5138888888888888,0.49592857142857144,4.0,C
PXD,2016-06-30,0.5763888888888888,0.48928571428571427,0.22142857142857145,0.8333333333333334,0.1625,0.9,0.25,0.5625,0.4932678571428572,5.0,C
FANG,2016-06-30,0.5034722222222222,0.27045454545454545,0.49540816326530607,0.4583333333333333,0.5,0.43125,0.7125,0.5972222222222222,0.4836753246753247,6.0,C
VTLE,2016-06-30,0.1527777777777778,0.21428571428571427,0.4446428571428571,0.2708333333333333,0.8125,0.35,0.625,0.5625,0.40001785714285715,7.0,C
MTDR,2016-06-30,0.18055555555555555,0.6964285714285714,0.08035714285714286,0.5416666666666666,0.8125,0.1625,0.25,0.4305555555555556,0.3907142857142857,8.0,D
CPE,2016-09-30,0.4513888888888889,0.7714285714285715,0.9056122448979592,0.75,0.35,0.7875,0.5,0.5625,0.635125,1.0,B
SM,2016-09-30,0.4548611111111111,0.8928571428571429,0.6303571428571428,0.5416666666666666,0.71875,0.59375,0.65,0.18055555555555555,0.5959285714285714,2.0,B
VTLE,2016-09-30,0.7777777777777778,0.21428571428571427,0.4446428571428571,0.5416666666666666,0.58125,0.79375,0.75,0.5625,0.5741428571428572,3.0,B
CXO,2016-09-30,0.5243055555555556,0.6178571428571429,0.6431122448979593,0.4166666666666667,0.225,0.6,0.375,0.5625,0.5022142857142857,4.0,C
MTDR,2016-09-30,0.5868055555555556,0.6964285714285714,0.15535714285714286,0.4166666666666667,0.5833333333333334,0.475,0.50625,0.375,0.48371428571428565,5.0,C
EOG,2016-09-30,0.4652777777777778,0.39285714285714285,0.375,0.75,0.6822916666666666,0.45,0.33125,0.4027777777777778,0.4814285714285714,6.0,C
PXD,2016-09-30,0.3333333333333333,0.48928571428571427,0.32857142857142857,0.4166666666666667,0.6375,0.25625,0.625,0.5625,0.4446428571428572,7.0,C
FANG,2016-09-30,0.07291666666666667,0.27045454545454545,0.33469387755102037,0.6666666666666666,0.6875,0.54375,0.5375,0.7083333333333334,0.4349253246753247,8.0,C
FANG,2016-12-31,0.6875,0.19772727272727272,0.6051020408163266,0.6666666666666666,0.6354166666666666,0.44375,0.6875,0.5972222222222222,0.5612483766233766,1.0,B
CXO,2016-12-31,0.2951388888888889,0.6178571428571429,0.814030612244898,0.5,0.8375,0.51875,0.3125,0.5625,0.5540178571428571,2.0,B
SM,2016-12-31,0.5277777777777778,0.8928571428571429,0.3,0.4583333333333333,0.6875,0.8125,0.375,0.18055555555555555,0.5434285714285714,3.0,C
CPE,2016-12-31,0.1909722222222222,0.7714285714285715,0.6301020408163265,0.6875,0.65,0.34375,0.3125,0.5625,0.5150535714285713,4.0,C
PXD,2016-12-31,0.2881944444444444,0.6035714285714285,0.3821428571428571,0.5833333333333334,0.5625,0.575,0.6875,0.5625,0.5102857142857142,5.0,C
MTDR,2016-12-31,0.4965277777777778,0.6964285714285714,0.19464285714285715,0.7083333333333334,0.375,0.61875,0.5,0.4305555555555556,0.5017142857142857,6.0,C
EOG,2016-12-31,0.5555555555555556,0.39285714285714285,0.46964285714285714,0.4166666666666667,0.5520833333333334,0.5375,0.5375,0.4583333333333333,0.4896785714285714,7.0,C
VTLE,2016-12-31,0.625,0.21428571428571427,0.3923469387755102,0.4791666666666667,0.25,0.65,0.6875,0.5625,0.47144642857142854,8.0,C
PXD,2017-03-31,0.6145833333333334,0.6035714285714285,0.2285714285714286,0.4583333333333333,0.5125,0.8125,1.0,0.5625,0.5815357142857143,1.0,B
CPE,2017-03-31,0.71875,0.7714285714285715,0.49234693877551017,0.5416666666666666,0.65,0.38125,0.25,0.5625,0.570767857142857,2.0,B
MTDR,2017-03-31,0.5798611111111112,0.6964285714285714,0.40178571428571425,0.6875,0.4322916666666667,0.79375,0.4125,0.4305555555555556,0.5588392857142856,3.0,B
CXO,2017-03-31,0.5798611111111112,0.6178571428571429,0.42066326530612247,0.6875,0.28125,0.83125,0.5,0.5625,0.5559464285714286,4.0,B
SM,2017-03-31,0.3888888888888889,0.8928571428571429,0.46428571428571425,0.4583333333333333,0.8645833333333334,0.30625,0.4375,0.18055555555555555,0.5183035714285714,5.0,C
FANG,2017-03-31,0.2986111111111111,0.19772727272727272,0.803826530612245,0.4166666666666667,0.5625,0.5875,0.5875,0.5138888888888888,0.47719480519480517,6.0,C
EOG,2017-03-31,0.10416666666666667,0.39285714285714285,0.6392857142857142,0.6666666666666666,0.71875,0.4375,0.5125,0.5416666666666666,0.4771785714285714,7.0,C
VTLE,2017-03-31,0.3819444444444444,0.21428571428571427,0.4150510204081632,0.5833333333333334,0.4625,0.35,0.75,0.5625,0.44512500000000005,8.0,C
CPE,2017-06-30,0.6944444444444444,0.7714285714285715,0.7793367346938774,0.4166666666666667,0.375,0.73125,0.625,0.5625,0.6310714285714285,1.0,B
VTLE,2017-06-30,0.7118055555555556,0.27499999999999997,0.5168367346938776,0.75,0.75,0.34375,0.75,0.5625,0.5817321428571429,2.0,B
MTDR,2017-06-30,0.4583333333333333,0.6964285714285714,0.31607142857142856,0.7916666666666666,0.7291666666666666,0.25625,0.7375,0.4305555555555556,0.5518392857142856,3.0,B
SM,2017-06-30,0.3715277777777778,0.8928571428571429,0.47857142857142854,0.6666666666666666,0.75,0.5,0.3,0.18055555555555555,0.5340535714285715,4.0,C
CXO,2017-06-30,0.4409722222222222,0.6714285714285715,0.33469387755102037,0.5625,0.3375,0.70625,0.4375,0.5625,0.4999464285714286,5.0,C
EOG,2017-06-30,0.5034722222222222,0.39285714285714285,0.6410714285714285,0.5,0.4479166666666667,0.4875,0.4375,0.5416666666666666,0.4943035714285714,6.0,C
PXD,2017-06-30,0.14930555555555555,0.6035714285714285,0.28214285714285714,0.20833333333333334,0.6375,0.60625,1.0,0.5625,0.46966071428571426,7.0,C
FANG,2017-06-30,0.3368055555555556,0.125,0.5239795918367347,0.6041666666666666,0.4895833333333333,0.86875,0.38125,0.5138888888888888,0.45523214285714286,8.0,C
MTDR,2017-09-30,0.7604166666666666,0.6964285714285714,0.7196428571428571,0.7083333333333334,0.3125,0.65,0.55,0.4305555555555556,0.6233392857142858,1.0,B
SM,2017-09-30,0.3472222222222222,0.8928571428571429,0.5732142857142858,0.7916666666666666,0.5104166666666666,0.475,0.4875,0.18055555555555555,0.5454285714285715,2.0,C
PXD,2017-09-30,0.2708333333333333,0.6035714285714285,0.33571428571428574,0.7083333333333334,0.625,0.6125,0.75,0.5625,0.5331607142857143,3.0,C
FANG,2017-09-30,0.6215277777777778,0.125,0.5137755102040816,0.6666666666666666,0.5,0.7125,0.5125,0.5138888888888888,0.5113035714285714,4.0,C
EOG,2017-09-30,0.3472222222222222,0.39285714285714285,0.48571428571428565,0.5833333333333334,0.8229166666666666,0.5125,0.5125,0.5416666666666666,0.5094285714285715,5.0,C
CXO,2017-09-30,0.4166666666666667,0.6714285714285715,0.5540816326530613,0.5416666666666666,0.3625,0.5625,0.25,0.5625,0.4936607142857143,6.0,C
CPE,2017-09-30,0.2777777777777778,0.7714285714285715,0.427295918367347,0.25,0.65,0.5875,0.5,0.5625,0.49291071428571426,7.0,C
VTLE,2017-09-30,0.625,0.27499999999999997,0.3880102040816326,0.25,0.7875,0.3875,0.625,0.5625,0.4844464285714285,8.0,C
MTDR,2017-12-31,0.8159722222222222,0.6964285714285714,0.475,0.5,0.5520833333333334,0.58125,0.4875,0.4305555555555556,0.5897142857142856,1.0,B
EOG,2017-12-31,0.6770833333333334,0.39285714285714285,0.5732142857142858,0.6666666666666666,0.40625,0.98125,0.4125,0.5416666666666666,0.5779285714285715,2.0,B
PXD,2017-12-31,0.24305555555555555,0.6035714285714285,0.5571428571428572,0.7083333333333334,0.6375,0.6,0.875,0.5625,0.5719107142857143,3.0,B
SM,2017-12-31,0.6631944444444444,0.8928571428571429,0.4089285714285714,0.5416666666666666,0.65625,0.28125,0.5,0.18055555555555555,0.5486785714285715,4.0,C
CPE,2017-12-31,0.2986111111111111,0.7714285714285715,0.6415816326530612,0.7083333333333334,0.525,0.375,0.375,0.5625,0.5329107142857142,5.0,C
CXO,2017-12-31,0.4965277777777778,0.6714285714285715,0.5670918367346938,0.5,0.5125,0.44375,0.25,0.5625,0.5109821428571428,6.0,C
VTLE,2017-12-31,0.2569444444444444,0.27499999999999997,0.32040816326530613,0.6666666666666666,0.5375,0.6875,0.5,0.5625,0.44623214285714285,7.0,C
FANG,2017-12-31,0.2152777777777778,0.125,0.47295918367346934,0.20833333333333334,0.7083333333333334,0.55,0.7,0.5138888888888888,0.40496428571428567,8.0,C
EOG,2018-03-31,0.6597222222222222,0.6722222222222223,0.7457482993197279,0.9375,0.3541666666666667,0.575,0.6125,0.4583333333333333,0.6389880952380953,1.0,B
SM,2018-03-31,0.5208333333333334,0.8928571428571429,0.4982142857142858,0.6875,0.6041666666666666,0.74375,0.2,0.18055555555555555,0.5630535714285715,2.0,B
CXO,2018-03-31,0.3055555555555556,0.5952380952380952,0.47193877551020413,0.75,0.83125,0.56875,0.5,0.5625,0.5576071428571429,3.0,B
FANG,2018-03-31,0.6319444444444444,0.225,0.4774659863945578,0.625,0.7604166666666666,0.54375,0.6625,0.5972222222222222,0.5549702380952382,4.0,B
PXD,2018-03-31,0.5833333333333334,0.5654761904761905,0.24404761904761904,0.4375,0.25,0.5875,1.0,0.5625,0.5158630952380953,5.0,C
VTLE,2018-03-31,0.5972222222222222,0.25595238095238093,0.32312925170068024,0.625,0.4625,0.775,0.625,0.5625,0.5122559523809523,6.0,C
MTDR,2018-03-31,0.1840277777777778,0.6964285714285714,0.6071428571428571,0.21875,0.71875,0.26875,0.475,0.4305555555555556,0.4482142857142857,7.0,C
CPE,2018-03-31,0.1840277777777778,0.7142857142857143,0.5344387755102041,0.21875,0.53125,0.4375,0.375,0.5625,0.4369642857142857,8.0,C
CXO,2018-06-30,0.8333333333333334,0.5952380952380952,0.582908163265306,0.4166666666666667,0.4625,0.6875,0.5,0.5625,0.5957678571428572,1.0,B
VTLE,2018-06-30,0.5868055555555556,0.47023809523809523,0.34991496598639454,0.6666666666666666,0.65,0.7,0.625,0.5625,0.5662738095238096,2.0,B
PXD,2018-06-30,0.5798611111111112,0.511904761904762,0.29761904761904756,0.3333333333333333,0.775,0.53125,1.0,0.5625,0.559577380952381,3.0,B
EOG,2018-06-30,0.2916666666666667,0.6722222222222223,0.7151360544217688,0.75,0.375,0.7125,0.4125,0.4583333333333333,0.5422023809523809,4.0,C
CPE,2018-06-30,0.1840277777777778,0.7142857142857143,0.6683673469387755,0.375,0.7375,0.5625,0.375,0.5625,0.5117142857142858,5.0,C
FANG,2018-06-30,0.5347222222222222,0.225,0.42389455782312924,0.7916666666666666,0.5416666666666666,0.33125,0.6625,0.5972222222222222,0.502470238095238,6.0,C
MTDR,2018-06-30,0.3055555555555556,0.5892857142857143,0.45714285714285713,0.5833333333333334,0.5416666666666666,0.51875,0.5,0.4305555555555556,0.48301785714285717,7.0,C
SM,2018-06-30,0.3506944444444444,0.8392857142857143,0.3482142857142857,0.5833333333333334,0.5208333333333334,0.45625,0.375,0.18055555555555555,0.46964285714285714,8.0,C
VTLE,2018-09-30,0.5694444444444444,0.47023809523809523,0.40348639455782315,0.8333333333333334,0.425,0.6375,0.75,0.5625,0.5698988095238096,1.0,B
MTDR,2018-09-30,0.5069444444444444,0.5892857142857143,0.6446428571428571,0.4583333333333333,0.7083333333333334,0.7375,0.375,0.4583333333333333,0.5623928571428571,2.0,B
SM,2018-09-30,0.6458333333333334,0.8392857142857143,0.08571428571428572,0.7083333333333334,0.4791666666666667,0.725,0.6625,0.2916666666666667,0.5616428571428571,3.0,B
EOG,2018-09-30,0.4513888888888889,0.6722222222222223,0.7725340136054422,0.5416666666666666,0.4895833333333333,0.475,0.4375,0.5416666666666666,0.5539880952380952,4.0,B
PXD,2018-09-30,0.5659722222222222,0.511904761904762,0.29761904761904756,0.2916666666666667,0.7125,0.53125,1.0,0.5625,0.544577380952381,5.0,C
CPE,2018-09-30,0.2534722222222222,0.7142857142857143,0.7219387755102041,0.6458333333333334,0.39375,0.5625,0.375,0.5625,0.5229642857142857,6.0,C
CXO,2018-09-30,0.2534722222222222,0.5952380952380952,0.5255102040816327,0.6458333333333334,0.50625,0.45,0.25,0.5625,0.46735714285714286,7.0,C
FANG,2018-09-30,0.4201388888888889,0.225,0.3703231292517007,0.375,0.7916666666666666,0.38125,0.5125,0.375,0.4243452380952381,8.0,C
EOG,2018-12-31,0.6388888888888888,0.6722222222222223,0.5850340136054422,0.9375,0.75,0.625,0.5125,0.375,0.6477380952380952,1.0,B
FANG,2018-12-31,0.5763888888888888,0.225,0.4647108843537415,0.8125,0.46875,0.8375,0.65,0.5972222222222222,0.5588095238095238,2.0,B
MTDR,2018-12-31,0.5902777777777778,0.5892857142857143,0.7196428571428571,0.5625,0.5,0.36875,0.475,0.5138888888888888,0.5535178571428571,3.0,B
VTLE,2018-12-31,0.4027777777777778,0.47023809523809523,0.49787414965986393,0.25,0.75,0.35,0.875,0.5625,0.5058630952380953,4.0,C
CXO,2018-12-31,0.3159722222222222,0.5952380952380952,0.49744897959183676,0.3125,0.5625,0.675,0.625,0.5625,0.5014285714285713,5.0,C
SM,2018-12-31,0.5520833333333334,0.8392857142857143,0.2357142857142857,0.25,0.625,0.625,0.425,0.18055555555555555,0.4845178571428572,6.0,C
CPE,2018-12-31,0.21180555555555555,0.7142857142857143,0.5880102040816327,0.6875,0.4,0.475,0.25,0.5625,0.48121428571428576,7.0,C
PXD,2018-12-31,0.3784722222222222,0.511904761904762,0.29761904761904756,0.6875,0.475,0.54375,0.375,0.5625,0.4685773809523809,8.0,C
CPE,2019-03-31,0.6875,0.7551020408163265,0.6415816326530612,0.8958333333333334,0.59375,0.425,0.375,0.5625,0.6362117346938776,1.0,B
MTDR,2019-03-31,0.6666666666666666,0.401984126984127,0.5561224489795918,0.5,0.59375,0.7125,0.7625,0.41203703703703703,0.5739880952380952,2.0,B
CXO,2019-03-31,0.3680555555555556,0.6224489795918368,0.6262755102040816,0.5833333333333334,0.6125,0.55,0.6875,0.5625,0.5651709183673469,3.0,B
PXD,2019-03-31,0.3993055555555556,0.5663265306122449,0.4846938775510204,0.5416666666666666,0.3,0.7125,1.0,0.5625,0.5475561224489796,4.0,C
VTLE,2019-03-31,0.4861111111111111,0.5382653061224489,0.37755102040816324,0.5,0.45,0.9125,0.6875,0.5625,0.5457219387755101,5.0,C
SM,2019-03-31,0.6875,0.8392857142857143,0.12321428571428572,0.6666666666666666,0.7552083333333334,0.3,0.25,0.16071428571428573,0.5069821428571428,6.0,C
EOG,2019-03-31,0.18055555555555555,0.6785714285714286,0.645408163265306,0.375,0.5520833333333334,0.625,0.3875,0.4027777777777778,0.47339285714285717,7.0,C
FANG,2019-03-31,0.1909722222222222,0.26944444444444443,0.42984693877551017,0.4375,0.6354166666666666,0.2625,0.475,0.6157407407407408,0.39288690476190474,8.0,D
CXO,2019-06-30,0.7083333333333334,0.6760204081632654,0.5012755102040816,0.7916666666666666,0.2625,0.5375,0.5625,0.5625,0.5862066326530612,1.0,B
PXD,2019-06-30,0.4652777777777778,0.5918367346938774,0.21683673469387754,0.4583333333333333,0.8125,0.3375,1.0,0.5625,0.5397576530612245,2.0,C
VTLE,2019-06-30,0.4444444444444444,0.6198979591836735,0.4579081632653061,0.375,0.625,0.675,0.5625,0.5625,0.5314668367346939,3.0,C
CPE,2019-06-30,0.4166666666666667,0.38010204081632654,0.5331632653061223,0.8333333333333334,0.45,0.725,0.375,0.5625,0.5212831632653061,4.0,C
EOG,2019-06-30,0.1909722222222222,0.7035714285714286,0.8201530612244898,0.4583333333333333,0.6979166666666666,0.44375,0.3375,0.5416666666666666,0.5203571428571429,5.0,C
SM,2019-06-30,0.7430555555555556,0.8928571428571429,0.08571428571428572,0.5,0.28125,0.8125,0.3,0.16071428571428573,0.4991428571428571,6.0,C
FANG,2019-06-30,0.4097222222222222,0.2944444444444444,0.4438775510204081,0.625,0.6458333333333334,0.60625,0.625,0.47685185185185186,0.49860119047619045,7.0,C
MTDR,2019-06-30,0.2881944444444444,0.426984126984127,0.6811224489795917,0.4583333333333333,0.75,0.3625,0.6875,0.41203703703703703,0.49836309523809524,8.0,C
EOG,2019-09-30,0.6388888888888888,0.7035714285714286,0.6721938775510203,0.7916666666666666,0.4479166666666667,0.60625,0.4125,0.5138888888888888,0.6115178571428571,1.0,B
PXD,2019-09-30,0.5104166666666666,0.5918367346938774,0.40306122448979587,0.875,0.3,0.80625,0.75,0.5625,0.5843290816326531,2.0,B
SM,2019-09-30,0.2222222222222222,0.8928571428571429,0.6910714285714286,0.4583333333333333,0.84375,0.5875,0.6,0.125,0.5569285714285716,3.0,B
VTLE,2019-09-30,0.4479166666666667,0.6198979591836735,0.5153061224489796,0.3333333333333333,0.75,0.3625,0.4375,0.5625,0.5063775510204082,4.0,C
MTDR,2019-09-30,0.4965277777777778,0.3888888888888889,0.5063775510204082,0.4583333333333333,0.6145833333333334,0.4375,0.7125,0.4305555555555556,0.5011011904761905,5.0,C
CXO,2019-09-30,0.5833333333333334,0.6760204081632654,0.42984693877551017,0.25,0.6125,0.55,0.25,0.5625,0.5007066326530613,6.0,C
CPE,2019-09-30,0.53125,0.38010204081632654,0.4107142857142857,0.625,0.45,0.35,0.625,0.5625,0.487265306122449,7.0,C
FANG,2019-09-30,0.2361111111111111,0.3325396825396825,0.3775510204081632,0.7083333333333334,0.5,0.8,0.35625,0.5972222222222222,0.4596130952380952,8.0,C
PXD,2019-12-31,0.6215277777777778,0.5918367346938774,0.4846938775510204,0.5416666666666666,0.4,0.85,0.875,0.5625,0.6046326530612245,1.0,B
SM,2019-12-31,0.6215277777777778,0.8928571428571429,0.6910714285714286,0.4166666666666667,0.6145833333333334,0.6375,0.3375,0.125,0.5750535714285715,2.0,B
FANG,2019-12-31,0.4340277777777778,0.39920634920634923,0.40433673469387754,0.9166666666666666,0.40625,0.75,0.675,0.5972222222222222,0.5496130952380952,3.0,
VTLE,2019-12-31,0.4201388888888889,0.6198979591836735,0.36224489795918363,0.5833333333333334,0.4,0.66875,0.75,0.5625,0.5298239795918367,4.0,C
CXO,2019-12-31,0.6111111111111112,0.6760204081632654,0.36734693877551017,0.7083333333333334,0.4375,0.425,0.3125,0.5625,0.5247066326530612,5.0,C
EOG,2019-12-31,0.24305555555555555,0.636904761904762,0.6721938775510203,0.4583333333333333,0.65625,0.35,0.51875,0.5138888888888888,0.5002678571428572,6.0,C
MTDR,2019-12-31,0.2881944444444444,0.3888888888888889,0.6135204081632653,0.4583333333333333,0.8125,0.325,0.55,0.4305555555555556,0.47485119047619045,7.0,C
CPE,2019-12-31,0.4270833333333333,0.38010204081632654,0.45153061224489793,0.4166666666666667,0.775,0.49375,0.125,0.5625,0.45260459183673474,8.0,C
EOG,2020-03-31,0.7716049382716049,0.5311111111111111,0.6636904761904763,0.48148148148148145,0.5101851851851852,0.7499999999999999,0.54,0.6345679012345679,0.6165833333333333,1.0,B
SM,2020-03-31,0.6296296296296297,0.6952380952380953,0.6625,0.6666666666666666,0.587037037037037,0.5888888888888889,0.2533333333333333,0.16790123456790124,0.5601468253968255,2.0,B
MTDR,2020-03-31,0.45679012345679015,0.6066666666666667,0.5892857142857143,0.5925925925925927,0.5648148148148148,0.36111111111111105,0.72,0.43456790123456795,0.5418333333333334,3.0,C
VTLE,2020-03-31,0.5648148148148149,0.5,0.45833333333333337,0.5555555555555556,0.6277777777777778,0.49444444444444446,0.5555555555555556,0.5555555555555556,0.5378333333333334,4.0,C
FANG,2020-03-31,0.3765432098765432,0.4711111111111111,0.48809523809523814,0.4444444444444444,0.6407407407407407,0.7055555555555555,0.54,0.5901234567901235,0.5146666666666666,5.0,C
CPE,2020-03-31,0.5308641975308643,0.33333333333333337,0.5148809523809523,0.7037037037037037,0.28888888888888886,0.711111111111111,0.2222222222222222,0.5555555555555556,0.4800833333333333,6.0,C
PXD,2020-03-31,0.26851851851851855,0.40476190476190477,0.35714285714285715,0.3333333333333333,0.7444444444444445,0.4444444444444445,0.8888888888888888,0.5555555555555556,0.47171428571428575,7.0,C
OVV,2020-03-31,0.12962962962962965,0.6,0.3958333333333333,0.8148148148148148,0.5259259259259259,0.5555555555555556,0.5133333333333334,0.345679012345679,0.4676388888888889,8.0,C
